N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
780,17086.0494,512.226875,585.27280,67
781,17086.1340,512.229411,585.26990,59
782,17086.3904,512.237098,585.26112,70
783,17086.4275,512.238210,585.25985,85
784,17086.7953,512.249236,585.24725,57
785,17086.8846,512.251913,585.24419,53
786,17087.0072,512.255589,585.23999,67
787,17087.1818,512.260823,585.23401,63
788,17087.2500,512.262868,585.23168,91
789,17087.2730,512.263557,585.23089,84
790,17087.5449,512.271709,585.22158,54
791,17087.6064,512.273552,585.21947,74
792,17087.7981,512.279299,585.21291,45
793,17087.8862,512.281941,585.20989,59
794,17087.9553,512.284012,585.20752,64
795,17088.0498,512.286845,585.20429,84
796,17088.0959,512.288227,585.20271,67
797,17088.2040,512.291468,585.19901,48
798,17088.2654,512.293309,585.19690,70
799,17088.5046,512.300480,585.18871,55
800,17088.5679,512.302377,585.18654,41
801,17088.7197,512.306928,585.18135,42
802,17088.7791,512.308709,585.17931,48
803,17088.8281,512.310178,585.17763,89
804,17088.8499,512.310832,585.17689,85
805,17089.0341,512.316354,585.17058,51
806,17089.1268,512.319133,585.16741,60
807,17089.2664,512.323318,585.16263,46
808,17089.4765,512.329617,585.15543,44
809,17089.5853,512.332878,585.15171,85
810,17089.7795,512.338700,585.14506,46
811,17089.8469,512.340721,585.14275,69
812,17089.9751,512.344564,585.13836,39
813,17090.1003,512.348318,585.13407,36
814,17090.3241,512.355027,585.12641,90
815,17090.3438,512.355618,585.12574,88
816,17090.5145,512.360735,585.11989,41
817,17090.6611,512.365130,585.11487,38
818,17090.9178,512.372826,585.10608,40
819,17091.0464,512.376681,585.10168,84
820,17091.2179,512.381822,585.09581,56
821,17091.3768,512.386586,585.09037,37
822,17091.5249,512.391026,585.08530,43
823,17091.7327,512.397256,585.07819,89
824,17092.0746,512.407506,585.06648,71
825,17092.2234,512.411967,585.06139,46
826,17092.3660,512.416242,585.05651,42
827,17092.4113,512.417600,585.05496,84
828,17092.4496,512.418748,585.05365,51
829,17092.5552,512.421914,585.05003,68
830,17092.7495,512.427739,585.04338,36
831,17093.0519,512.436804,585.03303,89
832,17093.1848,512.440789,585.02848,43
833,17093.2895,512.443927,585.02490,62
834,17093.6843,512.455763,585.01139,84
835,17093.8481,512.460674,585.00578,39
836,17093.9956,512.465096,585.00074,59
837,17094.2846,512.473760,584.99085,86
838,17094.5109,512.480544,584.98310,59
839,17094.7527,512.487793,584.97483,79
840,17094.8799,512.491606,584.97047,86
841,17095.3369,512.505307,584.95484,56
842,17095.4458,512.508572,584.95111,84
843,17095.5186,512.510754,584.94862,39
844,17095.9898,512.524880,584.93250,86
845,17096.2556,512.532849,584.92340,58
846,17096.4609,512.539004,584.91638,73
847,17096.5113,512.540515,584.91465,86
848,17096.8520,512.550729,584.90300,41
849,17096.9239,512.552884,584.90054,70
850,17097.0160,512.555645,584.89739,85
851,17097.0587,512.556925,584.89593,41
852,17097.3627,512.566039,584.88553,64
853,17097.4932,512.569951,584.88106,86
854,17097.5473,512.571573,584.87921,35
855,17097.6678,512.575186,584.87509,42
856,17097.9535,512.583751,584.86532,82
857,17098.2260,512.591920,584.85600,39
858,17098.3420,512.595398,584.85203,39
859,17098.3909,512.596864,584.85036,83
860,17098.5630,512.602023,584.84447,61
861,17098.6170,512.603642,584.84262,69
862,17098.8090,512.609398,584.83605,81
863,17098.8771,512.611439,584.83373,58
864,17098.9975,512.615049,584.82961,41
865,17099.0745,512.617357,584.82697,76
866,17099.1999,512.621117,584.82269,83
867,17099.3633,512.626015,584.81710,60
868,17099.5195,512.630698,584.81175,39
869,17099.5740,512.632332,584.80989,82
870,17099.6252,512.633867,584.80814,41
871,17099.9268,512.642909,584.79782,79
872,17100.0906,512.647819,584.79222,38
873,17100.2531,512.652691,584.78667,81
874,17100.5616,512.661940,584.77612,84
875,17100.7527,512.667669,584.76958,71
876,17100.8533,512.670684,584.76614,80
877,17101.1205,512.678695,584.75700,73
878,17101.2021,512.681141,584.75421,72
879,17101.3613,512.685914,584.74877,79
880,17101.4029,512.687161,584.74735,38
881,17101.5889,512.692737,584.74099,71
882,17101.7928,512.698850,584.73402,73
883,17101.9721,512.704225,584.72789,64
884,17102.1305,512.708974,584.72247,71
885,17102.2713,512.713195,584.71766,54
886,17102.3878,512.716688,584.71367,62
887,17102.4827,512.719533,584.71043,59
888,17102.6475,512.724473,584.70479,41
889,17102.8693,512.731123,584.69721,75
890,17103.1040,512.738159,584.68919,43
891,17103.3024,512.744107,584.68241,81
892,17103.4736,512.749239,584.67655,35
893,17104.4669,512.779017,584.64260,54
894,17104.9038,512.792115,584.62767,40
895,17104.9590,512.793770,584.62578,73
896,17105.2333,512.801994,584.61641,64
897,17105.3926,512.806769,584.61096,70
898,17105.5268,512.810792,584.60637,33
899,17106.0908,512.827701,584.58710,39
900,17106.3908,512.836695,584.57685,62
901,17106.6160,512.843446,584.56915,35
902,17107.0283,512.855806,584.55506,69
903,17107.1457,512.859326,584.55105,73
904,17107.1803,512.860363,584.54987,40
905,17107.4547,512.868589,584.54049,78
906,17107.8735,512.881145,584.52618,50
907,17108.2894,512.893613,584.51197,58
908,17109.0440,512.916235,584.48619,78
909,17109.0738,512.917129,584.48518,77
910,17109.2862,512.923496,584.47792,33
911,17109.4947,512.929747,584.47080,72
912,17110.1688,512.949956,584.44777,65
913,17110.8406,512.970096,584.42482,42
914,17110.9012,512.971913,584.42275,59
915,17111.1010,512.977903,584.41593,69
916,17111.3893,512.986546,584.40608,39
917,17111.5133,512.990263,584.40185,77
918,17112.0211,513.005487,584.38451,60
919,17112.7457,513.027210,584.35976,66
920,17113.1046,513.037969,584.34751,75
921,17113.4586,513.048582,584.33542,47
922,17113.5068,513.050027,584.33377,80
923,17113.7740,513.058037,584.32465,36
924,17113.8555,513.060481,584.32187,68
925,17114.5658,513.081775,584.29762,59
926,17114.9180,513.092334,584.28559,48
927,17115.0842,513.097316,584.27992,73
928,17115.4851,513.109335,584.26623,81
929,17115.6644,513.114710,584.26011,58
930,17116.3648,513.135708,584.23620,68
931,17116.6861,513.145340,584.22524,44
932,17117.0440,513.156069,584.21302,79
933,17117.4360,513.167821,584.19964,82
934,17117.5431,513.171032,584.19599,49
935,17117.8129,513.179120,584.18678,41
936,17118.1404,513.188939,584.17560,62
937,17118.9790,513.214079,584.14699,75
938,17119.0555,513.216373,584.14438,35
939,17119.2150,513.221154,584.13893,62
940,17119.3626,513.225579,584.13390,78
941,17119.5632,513.231593,584.12705,63
942,17119.8937,513.241501,584.11578,69
943,17120.2253,513.251442,584.10446,38
944,17120.6865,513.265269,584.08873,53
945,17120.8935,513.271475,584.08167,78
946,17120.9570,513.273378,584.07950,68
947,17121.2696,513.282750,584.06884,77
948,17121.5476,513.291084,584.05935,58
949,17121.6230,513.293344,584.05678,62
950,17122.4379,513.317774,584.02898,47
951,17122.6751,513.324886,584.02089,62
952,17122.7847,513.328171,584.01715,74
953,17123.1549,513.339270,584.00453,78
954,17123.3318,513.344573,583.99849,68
955,17123.5240,513.350335,583.99194,64
956,17124.3720,513.375757,583.96302,67
957,17124.5115,513.379939,583.95826,37
958,17124.6549,513.384238,583.95337,83
959,17125.0178,513.395118,583.94100,85
960,17125.2785,513.402934,583.93211,42
961,17125.4648,513.408519,583.92576,59
962,17125.6731,513.414763,583.91865,35
963,17126.0438,513.425877,583.90602,63
964,17126.3639,513.435473,583.89510,55
965,17126.5023,513.439622,583.89038,79
966,17126.6799,513.444946,583.88433,69
967,17126.8605,513.450361,583.87817,83
968,17127.2000,513.460539,583.86660,34
969,17127.3910,513.466265,583.86009,60
970,17127.6954,513.475390,583.84971,70
971,17128.0973,513.487439,583.83601,50
972,17128.3239,513.494232,583.82829,86
973,17128.6786,513.504866,583.81620,77
974,17129.1672,513.519514,583.79954,50
975,17129.2992,513.523471,583.79505,64
976,17129.8716,513.540631,583.77554,37
977,17129.9380,513.542622,583.77327,71
978,17130.1323,513.548447,583.76665,77
979,17130.4764,513.558763,583.75493,80
980,17130.8943,513.571291,583.74069,40
981,17130.9294,513.572343,583.73949,70
982,17131.0227,513.575140,583.73631,35
983,17131.1785,513.579811,583.73100,61
984,17131.5324,513.590421,583.71894,64
985,17131.9131,513.601834,583.70597,80
986,17131.9512,513.602976,583.70467,55
987,17132.2508,513.611958,583.69447,78
988,17132.5117,513.619779,583.68558,70
989,17133.0383,513.635566,583.66764,60
990,17133.1067,513.637617,583.66531,71
991,17133.6689,513.654471,583.64616,84
992,17134.0038,513.664511,583.63475,80
993,17134.0713,513.666535,583.63245,72
994,17134.6552,513.684040,583.61256,65
995,17134.7070,513.685593,583.61080,52
996,17134.8804,513.690791,583.60489,62
997,17135.1388,513.698538,583.59609,44
998,17135.4091,513.706641,583.58688,78
999,17135.6084,513.712616,583.58010,66
1000,17135.7345,513.716397,583.57580,77
1001,17136.1835,513.729857,583.56051,70
1002,17136.2787,513.732711,583.55727,40
1003,17136.4128,513.736731,583.55270,45
1004,17136.6981,513.745285,583.54299,61
1005,17137.1235,513.758038,583.52850,84
1006,17137.4427,513.767607,583.51763,86
1007,17137.6872,513.774937,583.50931,65
1008,17138.4959,513.799181,583.48177,62
1009,17138.6154,513.802764,583.47771,70
1010,17138.8193,513.808877,583.47076,81
1011,17139.1330,513.818281,583.46009,84
1012,17139.1727,513.819471,583.45873,72
1013,17140.0871,513.846884,583.42761,71
1014,17140.1564,513.848962,583.42525,56
1015,17140.2724,513.852439,583.42130,61
1016,17140.3120,513.853627,583.41995,42
1017,17140.4891,513.858936,583.41392,78
1018,17140.6307,513.863181,583.40910,65
1019,17140.7977,513.868187,583.40342,81
1020,17141.4379,513.887380,583.38163,38
1021,17141.5333,513.890240,583.37838,67
1022,17141.8427,513.899516,583.36785,48
1023,17142.0238,513.904945,583.36169,62
1024,17142.0688,513.906294,583.36016,73
1025,17142.1353,513.908288,583.35790,82
1026,17142.4406,513.917440,583.34751,83
1027,17142.8465,513.929609,583.33370,67
1028,17142.9592,513.932988,583.32986,72
1029,17143.4825,513.948676,583.31205,67
1030,17143.7653,513.957154,583.30243,83
1031,17143.9828,513.963674,583.29503,36
1032,17144.0618,513.966043,583.29234,82
1033,17144.3609,513.975010,583.28217,67
1034,17144.5241,513.979902,583.27662,56
1035,17144.8758,513.990446,583.26465,73
1036,17145.3676,514.005190,583.24792,85
1037,17145.4689,514.008227,583.24447,61
1038,17145.5116,514.009507,583.24302,56
1039,17145.6612,514.013992,583.23793,81
1040,17145.7378,514.016288,583.23533,72
1041,17146.2468,514.031547,583.21801,68
1042,17146.5042,514.039264,583.20926,41
1043,17146.9524,514.052701,583.19401,80
1044,17147.0972,514.057042,583.18909,68
1045,17147.1726,514.059302,583.18652,68
1046,17147.2372,514.061239,583.18433,84
1047,17147.5930,514.071905,583.17223,72
1048,17147.8930,514.080899,583.16202,45
1049,17148.1578,514.088838,583.15302,67
1050,17148.4323,514.097067,583.14368,73
1051,17148.5112,514.099432,583.14100,84
1052,17148.7929,514.107878,583.13142,85
1053,17148.9178,514.111622,583.12718,66
1054,17149.0019,514.114143,583.12432,36
1055,17149.7440,514.136391,583.09908,69
1056,17149.8157,514.138540,583.09665,62
1057,17150.0527,514.145645,583.08859,82
1058,17150.2216,514.150709,583.08284,73
1059,17150.3250,514.153809,583.07933,83
1060,17150.3756,514.155326,583.07761,50
1061,17150.4716,514.158204,583.07435,55
1062,17150.7759,514.167326,583.06400,61
1063,17151.0335,514.175049,583.05524,73
1064,17151.4981,514.188977,583.03945,71
1065,17151.5688,514.191097,583.03705,86
1066,17151.8372,514.199143,583.02792,83
1067,17152.0942,514.206848,583.01919,59
1068,17152.2994,514.213000,583.01221,75
1069,17152.4249,514.216762,583.00795,54
1070,17152.7597,514.226799,582.99657,74
1071,17152.8320,514.228967,582.99411,41
1072,17153.0655,514.235967,582.98617,83
1073,17153.3252,514.243752,582.97735,86
1074,17153.3755,514.245260,582.97564,69
1075,17153.5459,514.250369,582.96985,76
1076,17153.6973,514.254908,582.96470,60
1077,17153.9285,514.261839,582.95684,38
1078,17153.9945,514.263818,582.95460,70
1079,17154.5367,514.280072,582.93617,87
1080,17154.7731,514.287159,582.92814,76
1081,17154.7961,514.287849,582.92736,82
1082,17154.9566,514.292661,582.92191,46
1083,17155.0128,514.294345,582.92000,65
1084,17155.2080,514.300197,582.91336,74
1085,17155.2717,514.302107,582.91120,72
1086,17155.9725,514.323117,582.88739,85
1087,17156.2422,514.331202,582.87822,86
1088,17156.3569,514.334641,582.87433,45
1089,17156.3973,514.335852,582.87296,70
1090,17156.8386,514.349082,582.85796,53
1091,17156.8602,514.349729,582.85723,50
1092,17157.1437,514.358228,582.84760,75
1093,17157.4170,514.366422,582.83831,86
1094,17157.5679,514.370945,582.83319,80
1095,17157.6655,514.373871,582.82987,84
1096,17158.2986,514.392851,582.80837,79
1097,17158.3776,514.395220,582.80568,56
1098,17158.5040,514.399009,582.80139,68
1099,17158.7109,514.405212,582.79436,67
1100,17158.8250,514.408632,582.79049,84
1101,17159.0638,514.415791,582.78238,83
1102,17159.4296,514.426758,582.76995,69
1103,17159.8334,514.438863,582.75624,75
1104,17159.8931,514.440653,582.75421,50
1105,17159.9206,514.441478,582.75328,53
1106,17160.0669,514.445864,582.74831,49
1107,17160.1224,514.447527,582.74643,63
1108,17160.2094,514.450136,582.74347,87
1109,17160.4470,514.457259,582.73540,80
1110,17160.5402,514.460053,582.73224,74
1111,17160.9351,514.471892,582.71883,66
1112,17161.0325,514.474811,582.71552,63
1113,17161.1430,514.478124,582.71177,47
1114,17161.3895,514.485514,582.70340,55
1115,17161.4175,514.486354,582.70245,50
1116,17161.5740,514.491045,582.69713,83
1117,17161.6275,514.492649,582.69532,76
1118,17161.8044,514.497952,582.68931,84
1119,17162.0156,514.504284,582.68214,72
1120,17162.4268,514.516612,582.66818,44
1121,17162.6396,514.522991,582.66096,61
1122,17162.6931,514.524595,582.65914,76
1123,17162.8665,514.529793,582.65325,54
1124,17162.9058,514.530972,582.65192,85
1125,17163.0693,514.535873,582.64637,67
1126,17163.1428,514.538077,582.64387,84
1127,17163.4985,514.548740,582.63180,41
1128,17163.5418,514.550038,582.63033,70
1129,17163.7347,514.555821,582.62378,69
1130,17164.1040,514.566893,582.61124,72
1131,17164.2341,514.570793,582.60683,84
1132,17164.3203,514.573377,582.60390,58
1133,17164.4518,514.577320,582.59944,81
1134,17164.7574,514.586481,582.58907,80
1135,17164.9403,514.591964,582.58286,41
1136,17165.1180,514.597292,582.57683,75
1137,17165.5309,514.609670,582.56281,85
1138,17165.7490,514.616209,582.55541,89
1139,17165.8338,514.618751,582.55254,50
1140,17166.0247,514.624474,582.54606,66
1141,17166.1041,514.626854,582.54336,71
1142,17166.7293,514.645597,582.52215,75
1143,17166.8067,514.647918,582.51952,82
1144,17167.0205,514.654327,582.51227,85
1145,17167.0719,514.655868,582.51052,74
1146,17167.1643,514.658638,582.50739,60
1147,17167.1960,514.659589,582.50631,47
1148,17167.6106,514.672018,582.49224,62
1149,17167.6805,514.674114,582.48987,67
1150,17168.0158,514.684166,582.47849,74
1151,17168.0620,514.685551,582.47693,86
1152,17168.1424,514.687961,582.47420,43
1153,17168.2689,514.691753,582.46991,84
1154,17168.4867,514.698283,582.46252,69
1155,17168.5527,514.700261,582.46028,53
1156,17168.5973,514.701598,582.45877,71
1157,17168.9353,514.711731,582.44730,63
1158,17169.2922,514.722431,582.43519,81
1159,17169.3831,514.725156,582.43211,53
1160,17169.4959,514.728538,582.42828,88
1161,17169.8357,514.738725,582.41676,71
1162,17169.9208,514.741276,582.41387,57
1163,17169.9559,514.742328,582.41268,46
1164,17170.0618,514.745503,582.40909,72
1165,17170.4074,514.755864,582.39736,76
1166,17170.4980,514.758580,582.39429,85
1167,17170.7025,514.764711,582.38735,85
1168,17170.9248,514.771375,582.37981,68
1169,17171.2683,514.781673,582.36816,80
1170,17171.3063,514.782812,582.36688,56
1171,17171.4778,514.787954,582.36106,40
1172,17171.5695,514.790703,582.35795,70
1173,17171.6529,514.793203,582.35512,49
1174,17171.6901,514.794318,582.35386,85
1175,17171.8847,514.800152,582.34726,84
1176,17172.1085,514.806862,582.33967,70
1177,17172.4002,514.815607,582.32978,65
1178,17172.4887,514.818260,582.32678,63
1179,17172.5915,514.821342,582.32329,67
1180,17172.6304,514.822508,582.32197,49
1181,17172.6946,514.824432,582.31980,48
1182,17172.8558,514.829265,582.31433,85
1183,17172.9276,514.831418,582.31189,69
1184,17173.0460,514.834967,582.30788,81
1185,17173.2108,514.839908,582.30229,69
1186,17173.3396,514.843769,582.29792,72
1187,17173.7248,514.855317,582.28486,71
1188,17173.9004,514.860581,582.27891,73
1189,17173.9363,514.861658,582.27769,54
1190,17173.9988,514.863531,582.27557,87
1191,17174.1833,514.869063,582.26932,85
1192,17174.4978,514.878491,582.25866,66
1193,17174.7646,514.886490,582.24961,68
1194,17174.8948,514.890393,582.24520,67
1195,17174.9370,514.891658,582.24377,54
1196,17175.1235,514.897249,582.23744,85
1197,17175.1798,514.898937,582.23554,59
1198,17175.2493,514.901020,582.23318,71
1199,17175.3030,514.902630,582.23136,84
1200,17175.5037,514.908647,582.22456,62
1201,17175.7343,514.915560,582.21674,70
1202,17175.9768,514.922830,582.20852,66
1203,17176.1253,514.927282,582.20348,48
1204,17176.2217,514.930172,582.20022,87
1205,17176.4041,514.935640,582.19403,85
1206,17176.4803,514.937925,582.19145,58
1207,17176.6839,514.944029,582.18455,70
1208,17176.9256,514.951275,582.17636,61
1209,17177.1509,514.958029,582.16872,53
1210,17177.2970,514.962409,582.16377,87
1211,17177.3656,514.964466,582.16145,65
1212,17177.4741,514.967718,582.15777,84
1213,17177.6023,514.971562,582.15342,68
1214,17177.6847,514.974032,582.15063,59
1215,17177.7223,514.975159,582.14936,51
1216,17177.9172,514.981002,582.14275,44
1217,17178.0315,514.984429,582.13888,70
1218,17178.1042,514.986608,582.13642,75
1219,17178.2563,514.991168,582.13126,58
1220,17178.3585,514.994232,582.12780,84
1221,17178.5265,514.999268,582.12210,88
1222,17178.6694,515.003552,582.11726,62
1223,17178.8927,515.010247,582.10970,76
1224,17178.9423,515.011734,582.10801,60
1225,17179.2866,515.022056,582.09635,71
1226,17179.3451,515.023809,582.09437,56
1227,17179.3911,515.025188,582.09281,89
1228,17179.4966,515.028351,582.08923,55
1229,17179.5577,515.030183,582.08716,86
1230,17179.6368,515.032554,582.08448,70
1231,17179.8808,515.039869,582.07622,60
1232,17180.0902,515.046147,582.06912,75
1233,17180.1396,515.047628,582.06745,61
1234,17180.4059,515.055611,582.05843,86
1235,17180.4537,515.057044,582.05681,86
1236,17180.5039,515.058549,582.05510,51
1237,17180.5667,515.060432,582.05298,84
1238,17180.6473,515.062848,582.05025,54
1239,17181.0044,515.073554,582.03815,60
1240,17181.1031,515.076513,582.03481,50
1241,17181.1898,515.079112,582.03187,60
1242,17181.2772,515.081732,582.02891,53
1243,17181.3177,515.082946,582.02754,58
1244,17181.3973,515.085333,582.02484,84
1245,17181.5524,515.089983,582.01959,84
1246,17181.7093,515.094686,582.01427,51
1247,17181.9737,515.102613,582.00531,69
1248,17182.0377,515.104532,582.00315,59
1249,17182.2087,515.109658,581.99735,58
1250,17182.3676,515.114422,581.99197,85
1251,17182.4343,515.116421,581.98971,72
1252,17182.5144,515.118823,581.98700,89
1253,17182.6671,515.123400,581.98183,62
1254,17182.7789,515.126752,581.97804,79
1255,17182.9808,515.132805,581.97120,58
1256,17183.1353,515.137437,581.96597,54
1257,17183.3174,515.142896,581.95980,86
1258,17183.4204,515.145984,581.95631,63
1259,17183.4636,515.147279,581.95485,83
1260,17183.5671,515.150382,581.95135,71
1261,17183.6093,515.151647,581.94992,59
1262,17183.6640,515.153287,581.94806,59
1263,17183.8361,515.158446,581.94224,53
1264,17183.9770,515.162670,581.93746,53
1265,17184.2399,515.170552,581.92856,88
1266,17184.2853,515.171913,581.92702,75
1267,17184.3868,515.174956,581.92359,85
1268,17184.6024,515.181419,581.91629,49
1269,17184.6793,515.183725,581.91368,58
1270,17184.7229,515.185032,581.91221,70
1271,17184.7918,515.187097,581.90987,54
1272,17184.9514,515.191882,581.90447,57
1273,17185.0777,515.195668,581.90019,74
1274,17185.1441,515.197659,581.89794,87
1275,17185.2135,515.199740,581.89559,38
1276,17185.2817,515.201784,581.89328,86
1277,17185.3858,515.204905,581.88976,42
1278,17185.5840,515.210847,581.88305,52
1279,17185.8088,515.217586,581.87544,60
1280,17185.8647,515.219262,581.87354,44
1281,17185.9586,515.222077,581.87036,37
1282,17186.0265,515.224113,581.86807,86
1283,17186.1654,515.228277,581.86336,83
1284,17186.3639,515.234228,581.85664,41
1285,17186.5786,515.240664,581.84937,78
1286,17186.8410,515.248531,581.84049,64
1287,17186.8831,515.249793,581.83907,88
1288,17186.9440,515.251619,581.83700,41
1289,17187.0191,515.253870,581.83446,80
1290,17187.2226,515.259971,581.82757,52
1291,17187.3618,515.264144,581.82286,78
1292,17187.4056,515.265457,581.82138,53
1293,17187.7264,515.275074,581.81052,84
1294,17187.8553,515.278939,581.80615,85
1295,17187.8916,515.280027,581.80493,73
1296,17187.9322,515.281244,581.80355,58
1297,17188.5396,515.299454,581.78299,86
1298,17188.6663,515.303252,581.77870,84
1299,17188.8475,515.308684,581.77257,76
1300,17188.9223,515.310927,581.77004,62
1301,17188.9821,515.312719,581.76802,51
1302,17189.3371,515.323362,581.75600,83
1303,17189.4561,515.326930,581.75197,84
1304,17189.6182,515.331789,581.74649,71
1305,17189.9596,515.342024,581.73493,76
1306,17190.1111,515.346566,581.72981,86
1307,17190.2277,515.350062,581.72586,80
1308,17190.5192,515.358801,581.71600,46
1309,17190.8612,515.369053,581.70442,85
1310,17190.9124,515.370588,581.70269,60
1311,17190.9777,515.372546,581.70048,81
1312,17191.0477,515.374645,581.69811,58
1313,17191.0933,515.376012,581.69657,69
1314,17191.5912,515.390938,581.67972,84
1315,17191.7011,515.394233,581.67600,83
1316,17191.8552,515.398853,581.67079,80
1317,17191.9191,515.400768,581.66863,70
1318,17191.9944,515.403026,581.66608,43
1319,17192.0189,515.403760,581.66525,56
1320,17192.3001,515.412191,581.65574,82
1321,17192.4040,515.415305,581.65222,81
1322,17192.8208,515.427801,581.63812,58
1323,17192.8572,515.428892,581.63689,51
1324,17192.9859,515.432750,581.63254,82
1325,17193.0856,515.435739,581.62916,87
1326,17193.3157,515.442637,581.62138,75
1327,17193.6091,515.451433,581.61145,44
1328,17193.6501,515.452663,581.61007,84
1329,17193.7457,515.455529,581.60683,86
1330,17194.0630,515.465041,581.59610,78
1331,17194.2445,515.470482,581.58996,35
1332,17194.2909,515.471873,581.58839,82
1333,17194.3870,515.474754,581.58514,77
1334,17194.5897,515.480831,581.57829,41
1335,17194.6434,515.482441,581.57647,56
1336,17194.6809,515.483565,581.57520,51
1337,17194.9123,515.490502,581.56737,80
1338,17195.0046,515.493269,581.56425,81
1339,17195.1031,515.496222,581.56092,59
1340,17195.5117,515.508472,581.54710,86
1341,17195.6008,515.511143,581.54409,77
1342,17196.0587,515.524871,581.52860,61
1343,17196.0901,515.525812,581.52754,79
1344,17196.1742,515.528333,581.52470,81
1345,17196.2561,515.530788,581.52193,78
1346,17196.3807,515.534524,581.51771,56
1347,17196.4155,515.535567,581.51654,48
1348,17196.5363,515.539189,581.51245,42
1349,17196.6447,515.542438,581.50879,82
1350,17196.7252,515.544852,581.50606,76
1351,17197.0933,515.555887,581.49362,52
1352,17197.1790,515.558456,581.49072,83
1353,17197.2560,515.560765,581.48812,84
1354,17197.6861,515.573659,581.47357,87
1355,17197.7657,515.576045,581.47088,74
1356,17198.0386,515.584226,581.46166,72
1357,17198.0679,515.585105,581.46067,61
1358,17198.1347,515.587107,581.45841,46
1359,17198.1805,515.588481,581.45686,79
1360,17198.2520,515.590624,581.45444,78
1361,17198.4221,515.595724,581.44869,73
1362,17198.6495,515.602541,581.44100,79
1363,17198.7174,515.604576,581.43871,70
1364,17198.8214,515.607694,581.43519,54
1365,17198.8627,515.608932,581.43379,54
1366,17199.0665,515.615042,581.42690,63
1367,17199.0969,515.615954,581.42588,76
1368,17199.1515,515.617590,581.42403,78
1369,17199.5208,515.628662,581.41155,80
1370,17199.5865,515.630631,581.40933,77
1371,17199.6334,515.632037,581.40774,50
1372,17199.7209,515.634661,581.40478,42
1373,17199.8502,515.638537,581.40041,74
1374,17199.9240,515.640749,581.39792,76
1375,17199.9869,515.642635,581.39579,78
1376,17200.3074,515.652243,581.38496,78
1377,17200.3573,515.653739,581.38327,79
1378,17200.5660,515.659996,581.37622,80
1379,17200.6658,515.662988,581.37284,73
1380,17200.7183,515.664562,581.37107,70
1381,17201.0067,515.673208,581.36132,85
1382,17201.0549,515.674653,581.35969,76
1383,17201.1137,515.676416,581.35771,51
1384,17201.1720,515.678163,581.35574,37
1385,17201.3203,515.682609,581.35072,71
1386,17201.3684,515.684051,581.34910,69
1387,17201.6170,515.691504,581.34070,77
1388,17201.6575,515.692718,581.33933,55
1389,17201.7990,515.696960,581.33455,52
1390,17201.8221,515.697653,581.33376,60
1391,17201.8878,515.699623,581.33154,70
1392,17201.9815,515.702432,581.32838,80
1393,17202.1403,515.707192,581.32301,74
1394,17202.1757,515.708254,581.32182,44
1395,17202.3705,515.714094,581.31523,65
1396,17202.3987,515.714939,581.31428,51
1397,17202.4829,515.717463,581.31143,54
1398,17202.5110,515.718306,581.31048,46
1399,17202.5796,515.720362,581.30817,69
1400,17202.6887,515.723633,581.30448,79
1401,17202.7565,515.725666,581.30219,65
1402,17202.9317,515.730918,581.29627,79
1403,17203.0710,515.735094,581.29156,54
1404,17203.1528,515.737546,581.28880,47
1405,17203.1864,515.738554,581.28766,73
1406,17203.2906,515.741677,581.28414,62
1407,17203.3666,515.743956,581.28157,44
1408,17203.4329,515.745944,581.27933,42
1409,17203.4632,515.746852,581.27831,53
1410,17203.6091,515.751226,581.27338,49
1411,17203.7984,515.756901,581.26698,57
1412,17203.8546,515.758586,581.26508,58
1413,17204.0918,515.765697,581.25707,73
1414,17204.1877,515.768572,581.25383,44
1415,17204.4254,515.775698,581.24580,47
1416,17204.4518,515.776489,581.24491,56
1417,17204.7894,515.786610,581.23350,79
1418,17204.8336,515.787935,581.23201,56
1419,17205.0263,515.793712,581.22550,50
1420,17205.0472,515.794339,581.22479,48
1421,17205.5005,515.807929,581.20948,40
1422,17205.6334,515.811913,581.20499,50
1423,17205.7412,515.815145,581.20135,68
1424,17205.8103,515.817216,581.19902,49
1425,17206.1739,515.828117,581.18673,82
1426,17206.7123,515.844257,581.16855,75
1427,17206.8634,515.848787,581.16344,77
1428,17207.1792,515.858255,581.15278,41
1429,17207.2415,515.860122,581.15067,51
1430,17207.6127,515.871251,581.13814,60
1431,17207.6841,515.873391,581.13573,39
1432,17207.7304,515.874779,581.13416,55
1433,17207.9898,515.882556,581.12540,48
1434,17208.2409,515.890084,581.11692,78
1435,17208.5649,515.899797,581.10598,58
1436,17208.6814,515.903290,581.10205,54
1437,17208.7111,515.904180,581.10104,53
1438,17208.9169,515.910350,581.09410,82
1439,17209.1044,515.915971,581.08776,48
1440,17209.4607,515.926652,581.07573,63
1441,17209.5175,515.928355,581.07382,49
1442,17209.8464,515.938215,581.06271,47
1443,17209.8927,515.939603,581.06115,48
1444,17210.1466,515.947215,581.05258,67
1445,17210.2895,515.951499,581.04775,83
1446,17210.3960,515.954692,581.04415,65
1447,17210.6275,515.961632,581.03634,48
1448,17210.9494,515.971283,581.02547,85
1449,17211.2762,515.981080,581.01444,68
1450,17211.5489,515.989255,581.00523,44
1451,17211.6607,515.992607,581.00146,47
1452,17211.8123,515.997152,580.99634,42
1453,17211.9866,516.002377,580.99046,38
1454,17212.0548,516.004422,580.98816,41
